,Texto,Clase,Clase1,Clase2,Clase3,Clase4,Clase5,Predicción
2326,"['puriti', 'holi', '49', 'significantli', 'trauma', 'exil', 'experi', 'led', 'develop', 'strong', 'sens', 'hebrew', 'ident', 'distinct', 'peopl', '50', 'increas', 'emphasi', 'symbol', 'circumcis']",1,521.0,599.0,529.0,545.0,734.0,5
2332,"['seiz', 'throne', '521', 'dariu', 'introduc', 'reform', 'administr', 'arrang', 'empir', 'includ', 'collect', 'codif', 'administr', 'local', 'law', 'code', 'reason', 'suppos', 'polici', 'lay']",1,711.0,962.0,772.0,648.0,415.0,2
2334,"[""yehud'"", 'popul', 'entir', 'period', 'probabl', 'never', '30,000', 'jerusalem', '1,500', 'connect', 'way', 'templ', '58', 'accord', 'biblic', 'histori', 'one', 'first', 'act', 'cyru']",1,1368.0,1280.0,1276.0,1098.0,2517.0,5
2336,"['centuri', 'earliest', 'jerusalem', 'becam', 'capit', 'judah', '60', 'persian', 'may', 'experi', 'initi', 'rule', 'yehud', 'david', 'client-kingdom', 'descend', 'jehoiachin', '61', 'mid', '–']",1,1091.0,1281.0,933.0,621.0,970.0,2
2337,"['5th', 'centuri', 'bce', 'yehud', 'becom', 'practic', 'theocraci', 'rule', 'hereditari', 'high', 'priest', '62', 'persian-appoint', 'governor', 'frequent', 'jewish', 'charg', 'keep', 'order', 'see']",1,797.0,962.0,624.0,422.0,425.0,2
2338,"['tax', 'tribut', 'collect', 'paid', '63', 'accord', 'biblic', 'histori', 'ezra', 'nehemiah', 'arriv', 'jerusalem', 'middl', '5th', 'centuri', 'bce', 'former', 'empow', 'persian', 'king']",1,984.0,1337.0,810.0,354.0,537.0,2
2348,"['reviv', 'judah', 'describ', 'bibl', 'jewish', 'monarchi', 'rule', 'jerusalem', 'includ', 'territori', 'rule', 'david', 'solomon', 'order', 'carri', 'project', 'hasmonean', 'forcibl', 'convert', 'one-tim']",1,746.0,870.0,595.0,568.0,373.0,2
2354,"['happen', 'yehud', 'medinata', 'time', ""alexander'"", 'death', 'battl', 'ipsu', 'due', 'frequent', 'battl', '75', 'first', 'jew', 'content', ""ptolemy'"", 'rule', 'reign', 'brought', 'peac']",1,1083.0,1164.0,1114.0,904.0,580.0,3
2356,"['yehud', 'medinata', 'brought', 'dynasti', 'peak', 'power', 'victori', 'first', 'second', 'syrian', 'war', 'tri', 'end', 'conflict', 'seleucid', 'arrang', 'marriag', 'daughter', 'berenic', 'seleucid']",1,1174.0,1067.0,1228.0,1552.0,438.0,4
2357,"['king', 'antiochu', 'ii', 'die', 'arrang', 'marriag', 'work', 'berenic', 'antiochu', 'child', 'kill', 'order', 'antiochu', 'former', 'wife', 'one', 'reason', 'third', 'syrian', 'war']",1,1330.0,1282.0,1404.0,1244.0,389.0,3
2360,"['made', 'lot', 'money', 'also', 'put', 'rift', 'aristocraci', 'everyon', 'els', 'end', 'third', 'syrian', 'war', 'high', 'priest', 'onia', 'ii', 'would', 'pay', 'tax']",1,1176.0,1181.0,1280.0,1535.0,729.0,4
2361,"['ptolemi', 'iii', 'euerget', 'thought', 'show', 'turn', 'point', ""jew'"", 'support', 'ptolemi', '77', 'fourth', 'fifth', 'syrian', 'war', 'mark', 'end', 'ptolema', 'control', 'palestin']",1,855.0,858.0,863.0,1335.0,522.0,4
2362,"['war', 'hurt', 'palestin', 'previou', 'three', 'combin', 'ineffect', 'ruler', 'ptolemi', 'iv', 'philopat', 'ptolemi', 'v', 'might', 'larg', 'seleucid', 'armi', 'end', 'century-long', 'rule']",1,953.0,984.0,960.0,1443.0,405.0,4
2370,"['accord', 'book', 'maccabe', 'mani', 'jew', 'happi', 'way', 'hellen', 'spread', 'judea', 'jew', 'mattathia', 'son', '[8', '1', 'mattathia', 'refus', 'offer', 'sacrific', 'king']",1,911.0,1044.0,885.0,531.0,679.0,2
2371,"['told', 'kill', 'jew', 'go', 'well', ""king'"", 'repres', 'mattathia', 'son', 'flee', 'mark', 'true', 'begin', 'maccabean', 'revolt', 'juda', 'maccabeu', 'becam', 'leader', 'rebel']",1,826.0,1034.0,842.0,561.0,374.0,2
2372,"['prove', 'success', 'gener', 'defeat', 'armi', 'lead', 'apolloniu', 'start', 'catch', 'attent', 'king', 'antiochu', 'iv', '165', 'told', 'chancellor', 'put', 'end', 'revolt', 'chancellor']",1,946.0,1143.0,1072.0,991.0,377.0,2
2374,"['left', 'death', 'antiochu', 'iv', '164', 'son', 'antiochu', 'v', 'gave', 'jew', 'religi', 'freedom', 'lysia', 'claim', 'regent', 'around', 'time', 're-ded', 'templ', 'sieg']",1,842.0,982.0,822.0,419.0,545.0,2
2376,"['kill', 'demetriu', 'soter', 'becam', 'new', 'king', 'new', 'high', 'priest', 'alcimu', 'come', 'jerusalem', 'compani', 'armi', 'lead', 'bacchid', '[8', '2', 'group', 'scribe']",1,1210.0,1332.0,1316.0,1173.0,821.0,3
2378,"['juda', 'kill', 'jerusalem', 'fight', 'bacchid', 'armi', 'brother', 'jonathan', 'succeed', 'eight', 'year', 'jonathan', 'much', 'howev', '153', 'seleucid', 'empir', 'start', 'face', 'problem']",1,1041.0,1203.0,949.0,924.0,921.0,2
2383,"['kill', 'armi', 'fled', 'simon', 'two', 'son', 'kill', 'plot', 'overthrow', 'hasmonean', 'last', 'remain', 'son', 'john', 'hyrcanu', 'suppos', 'kill', 'well', 'inform', 'plan']",1,945.0,1084.0,822.0,899.0,521.0,2
2388,"['8]', 'aristobulu', 'first', 'hasmonean', 'priest-k', 'defi', ""father'"", 'wish', 'mother', 'take', 'govern', 'instead', 'brother', 'except', 'one', 'thrown', 'prison', 'one', 'thrown', 'prison']",1,878.0,869.0,940.0,800.0,627.0,3
2403,"['intermedi', 'period', 'henoth', 'mani', 'famili', 'worship', 'differ', 'god', 'religion', 'much', 'center', 'around', 'famili', 'oppos', 'commun', 'peopl', 'spars', 'popul', 'region', 'israel']",1,1175.0,1095.0,772.0,684.0,1513.0,5
2405,"['alon', 'fulli', 'convert', 'monotheist', 'valu', 'switch', 'occur', 'growth', 'power', 'influenc', 'israelit', 'kingdom', 'ruler', 'read', 'iron', 'age', 'yahwism', 'section', 'evid', 'bibl']",1,721.0,833.0,558.0,496.0,859.0,2
2408,"['scholar', 'use', 'bibl', 'evid', 'argu', 'peopl', 'aliv', 'event', 'recount', 'old', 'testament', 'includ', 'mose', 'like', 'henotheist', 'mani', 'quot', 'old', 'testament', 'support']",1,1117.0,1111.0,925.0,828.0,1616.0,5
2409,"['point', 'view', 'one', 'quot', 'jewish', 'christian', 'tradit', 'support', 'claim', 'first', 'command', 'entireti', 'read', 'lord', 'god', 'brought', 'land', 'egypt', 'hous', 'bondag']",1,1192.0,1383.0,1225.0,771.0,750.0,2
2410,"['shall', 'god', '100', 'quot', 'deni', 'exist', 'god', 'mere', 'state', 'jew', 'christian', 'consid', 'yahweh', 'god', 'suprem', 'god', 'incompar', 'supernatur', 'be', 'scholar']",1,688.0,744.0,529.0,483.0,269.0,2
2411,"['attribut', 'concept', 'angel', 'demon', 'found', 'judaism', 'christian', 'tradit', 'henoth', 'instead', 'complet', 'get', 'rid', 'concept', 'supernatur', 'be', 'religion', 'chang', 'former', 'deiti']",1,540.0,680.0,380.0,271.0,589.0,2
2412,"['angel', 'demon', '94', 'yahweh', 'becam', 'suprem', 'god', 'govern', 'angel', 'demon', 'human', 'angel', 'demon', 'consid', 'power', 'averag', 'human', 'tradit', 'believ', 'multipl']",1,759.0,605.0,672.0,736.0,1596.0,5
2415,"['father', '101', '102', 'emerg', 'monarchi', 'begin', 'iron', 'age', 'ii', 'king', 'promot', 'famili', 'god', 'yahweh', 'god', 'kingdom', 'beyond', 'royal', 'court', 'religion']",1,1141.0,1222.0,1184.0,431.0,641.0,3
2416,"['continu', 'polytheist', 'family-cent', '103', 'major', 'deiti', 'numer', '–', 'el', 'asherah', 'yahweh', 'baal', 'fourth', 'god', 'perhap', 'shamash', 'sun', 'earli', 'period', '104']",1,855.0,783.0,711.0,515.0,1112.0,5
2417,"['earli', 'stage', 'el', 'yahweh', 'becam', 'fuse', 'asherah', 'continu', 'separ', 'state', 'cult', '104', 'although', 'continu', 'popular', 'commun', 'level', 'persian', 'time', '105']",1,971.0,1162.0,929.0,1026.0,1087.0,2
2424,"['seventh', 'sixth', 'centuri', 'bce', 'belief', 'regard', 'angel', 'demon', '109', 'time', 'circumcis', 'dietari', 'law', 'sabbath-observ', 'gain', 'signific', 'symbol', 'jewish', 'ident', 'institut']",1,690.0,910.0,582.0,416.0,566.0,2
2428,"['empir', 'stretch', 'northern', 'reach', 'euphrat', 'central-eastern', 'turkey', 'present-day', 'afghanistan', 'western', 'pakistan', 'empir', 'locat', 'silk', 'road', 'trade', 'rout', 'roman', 'empir', 'mediterranean']",1,1754.0,1775.0,1076.0,617.0,525.0,2
2431,"['achaemenid', 'empir', 'inde', 'accept', 'mani', 'local', 'king', 'vassal', 'achaemenid', 'would', 'central', 'appoint', 'albeit', 'larg', 'autonom', 'satrap', 'court', 'appoint', 'small', 'number']",1,1245.0,1496.0,1323.0,872.0,725.0,2
2439,"['empir', 'rule', 'iran', 'much', 'near', 'east', 'muslim', 'conquest', '7th', 'centuri', 'ad', 'although', 'arsacid', 'dynasti', 'live', 'arsacid', 'dynasti', 'armenia', 'arsacid', 'dynasti']",1,1479.0,1847.0,870.0,580.0,757.0,2
2448,"['year', 'arsac', 'made', 'chief', 'parni', 'tribe', '19', 'homa', 'katouzian', '20', 'gene', 'ralph', 'garthwait', '21', 'claim', 'year', 'arsac', 'conquer', 'parthia', 'expel']",1,820.0,695.0,765.0,467.0,1324.0,5
2515,"['surena', 'armi', 'entir', 'horseback', 'rode', 'meet', 'crassu', '[8', '3', ""surena'"", '1,000', 'cataphract', 'arm', 'lanc', '9,000', 'hors', 'archer', 'outnumb', 'roughli', 'four']",1,704.0,600.0,729.0,1055.0,1789.0,5
2518,"['20,000', 'roman', 'dead', 'approxim', '10,000', 'captur', 'roughli', 'anoth', '10,000', 'escap', 'west', 'crassu', 'fled', 'armenian', 'countrysid', '[8', '6', 'head', 'armi', 'surena']",1,1568.0,1117.0,1120.0,1495.0,2647.0,5
2545,"['along', 'princ', 'augustu', 'also', 'gave', 'phraat', 'iv', 'italian', 'slave-girl', 'later', 'becam', 'queen', 'musa', 'parthia', 'ensur', 'child', 'phraatac', 'would', 'inherit', 'throne']",1,1079.0,1039.0,1209.0,734.0,666.0,3
2571,"['line', 'live', 'armenian', 'king', '131', 'howev', 'arsacid', 'line', 'continu', 'armenian', 'well', 'continu', 'georgian', 'king', 'arsacid', 'dynasti', 'iberia', 'mani', 'centuri', 'afterward']",1,1468.0,1925.0,1469.0,816.0,781.0,2
2585,"['northern', 'mesopotamian', 'plain', '146', 'follow', 'year', 'trajan', 'invad', 'mesopotamia', 'met', 'littl', 'resist', 'meharasp', 'adiaben', 'sinc', 'osro', 'engag', 'civil', 'war', 'east']",1,1009.0,897.0,969.0,1373.0,1042.0,4
2614,"['also', 'includ', 'stone', 'inscript', 'parchment', 'papyri', 'document', 'potteri', 'ostraca', '175', 'exampl', 'earli', 'parthian', 'capit', 'mithradatkert', 'nisa', 'turkmenistan', 'larg', 'cach', 'potteri']",1,1123.0,773.0,667.0,511.0,1444.0,5
2615,"['ostraca', 'found', 'yield', 'inform', 'sale', 'storag', 'item', 'like', 'wine', '177', 'along', 'parchment', 'document', 'found', 'site', 'like', 'dura-europo', 'also', 'provid', 'valuabl']",1,973.0,752.0,626.0,452.0,1483.0,5
2631,"['sever', 'subordin', 'semi-autonom', 'kingdom', 'includ', 'state', 'caucasian', 'iberia', 'armenia', 'atropaten', 'gordyen', 'adiaben', 'edessa', 'hatra', 'mesen', 'elymai', 'persi', '195', 'state', 'ruler']",1,695.0,812.0,598.0,857.0,404.0,2
2634,"['less', 'prestig', 'influenc', 'achaemenid', 'predecessor', '198', 'seleucid', 'period', 'trend', 'local', 'rule', 'dynasti', 'semi-autonom', 'rule', 'sometim', 'outright', 'rebelli', 'rule', 'becam', 'commonplac']",1,924.0,980.0,643.0,506.0,620.0,2
2638,"['document', 'also', 'prove', 'local', 'jurisdict', 'proceed', 'appoint', 'high', 'offic', 'king', 'could', 'interven', 'behalf', 'individu', 'review', 'case', 'amend', 'local', 'rule', 'consid']",1,1051.0,1197.0,1069.0,644.0,735.0,2
2640,"['tier', 'nobil', 'highest', 'region', 'king', 'directli', 'king', 'king', 'second', 'relat', 'king', 'king', 'marriag', 'lowest', 'order', 'head', 'local', 'clan', 'small', 'territori']",1,1588.0,2318.0,2039.0,668.0,491.0,2
2641,"['1st', 'centuri', 'ad', 'parthian', 'nobil', 'assum', 'great', 'power', 'influenc', 'success', 'deposit', 'arsacid', 'king', '204', 'nobil', 'function', 'court', 'advis', 'king', 'well']",1,1694.0,1875.0,1486.0,696.0,393.0,2
2644,"['parthian', 'empir', 'stand', 'armi', 'yet', 'abl', 'quickli', 'recruit', 'troop', 'event', 'local', 'crise', '209', 'perman', 'arm', 'guard', 'attach', 'person', 'king', 'compris']",1,1081.0,1188.0,940.0,866.0,279.0,2
2667,"['231', 'artabanu', 'ii', 'name', 'one', 'son', 'dariu', 'laid', 'claim', 'cyru', 'heritag', '229', 'arsacid', 'king', 'chose', 'typic', 'zoroastrian', 'name', 'heroic', 'background']",1,1055.0,1251.0,1019.0,343.0,459.0,2
2675,"['element', 'mandaean', 'belief', 'iranian', 'cosmogoni', 'even', 'echo', 'christian', '...', 'may', 'regard', 'typic', 'reflect', 'mix', 'religi', 'doctrin', 'late', 'arsacid', 'period', 'zoroastrian']",1,696.0,884.0,559.0,419.0,901.0,2
2685,"['paint', 'figur', 'full-fac', 'even', 'expens', 'seem', 'us', 'modern', 'clear', 'intellig', 'systemat', 'use', 'amount', 'complet', 'banish', 'de', 'facto', 'side-view', 'intermedi', 'attitud']",1,654.0,564.0,756.0,559.0,1122.0,5
2701,"['show', 'wear', 'soft', 'cap', 'yet', 'coin', 'latter', 'part', 'reign', 'show', 'first', 'time', 'wear', 'royal', 'hellenist', 'diadem', '269', 'mithrid', 'ii', 'first']",1,1136.0,1105.0,1280.0,672.0,957.0,3
2704,"['period', '271', 'fact', 'known', 'parthian-languag', 'literatur', 'surviv', 'origin', 'form', 'surviv', 'text', 'written', 'follow', 'centuri', '272', 'believ', 'stori', 'romant', 'tale', 'vi']",1,1143.0,1317.0,820.0,515.0,985.0,2
2707,"['nowrap', '33', '°', '05', '′', '37', '″', 'n', '44', '°', '34', '′', '51', '″', 'e', '\ufeff', '\ufeff', '33.09361', '°', 'n']",1,154.0,84.0,120.0,81.0,274.0,5
2728,"['apamea', 'valley', 'caesarian', 'forc', 'civil', 'war', 'juliu', 'caesar', 'elabor', 'plan', 'campaign', 'parthia', 'assassin', 'avert', 'war', 'ensu', 'liber', 'civil', 'war', 'parthian']",1,1758.0,956.0,1221.0,2842.0,331.0,4
2753,"['centuri', 'polit', 'postur', 'bitter', 'rivalri', '20', 'trajan', 'first', 'emperor', 'carri', 'success', 'invas', 'mesopotamia', 'grand', 'scheme', 'armenia', 'mesopotamia', 'ultim', 'cut', 'short']",1,1094.0,1258.0,970.0,755.0,530.0,2
2763,"['cultur', 'similar', '3', '4', '5', '6', 'histori', 'pre-celt', 'europ', 'exact', 'relationship', 'ethnic', 'linguist', 'cultur', 'factor', 'celtic', 'world', 'remain', 'uncertain', 'controversi']",1,1003.0,923.0,694.0,657.0,1560.0,5
2766,"['accord', 'anoth', 'theori', 'propos', '19th', 'centuri', 'first', 'peopl', 'adopt', 'cultur', 'characterist', 'regard', 'celtic', 'peopl', 'iron', 'age', 'hallstatt', 'cultur', 'central', 'europ']",1,1683.0,1764.0,1174.0,826.0,1952.0,2
2769,"['british', 'isl', 'insular', 'celt', 'franc', 'low', 'countri', 'gaul', 'bohemia', 'poland', 'much', 'central', 'europ', 'iberian', 'peninsula', 'celtiberian', 'celtici', 'lusitanian', 'gallaeci', 'northern']",1,553.0,754.0,783.0,951.0,523.0,4
2773,"['old', 'irish', 'text', 'around', '8th', 'centuri', 'ad', 'coher', 'text', 'earli', 'irish', 'literatur', 'táin', 'bó', 'cúailng', 'cattl', 'raid', 'cooley', 'surviv', '12th']",1,826.0,1120.0,579.0,289.0,765.0,2
2775,"['great', 'britain', 'wale', 'scotland', 'cornwal', 'isl', 'man', 'brittani', '5th', '8th', 'centuri', 'celtic-speak', 'commun', 'atlant', 'region', 'emerg', 'reason', 'cohes', 'cultur', 'entiti']",1,842.0,1079.0,637.0,428.0,807.0,2
2776,"['insular', 'celtic', 'cultur', 'diversifi', 'gael', 'irish', 'scottish', 'manx', 'celtic', 'briton', 'welsh', 'cornish', 'breton', 'mediev', 'modern', 'period', '3', '16', '17', 'modern']",1,930.0,657.0,491.0,267.0,1453.0,5
2777,"['celtic', 'ident', 'construct', 'part', 'romanticist', 'celtic', 'reviv', 'great', 'britain', 'ireland', 'european', 'territori', 'portug', 'spanish', 'galicia', '18', 'today', 'irish', 'scottish', 'gaelic']",1,786.0,609.0,1014.0,616.0,397.0,3
2780,"['west', 'europ', '21', 'etymolog', 'term', 'keltoi', 'unclear', 'possibl', 'root', 'includ', 'indo-european', 'kʲel', 'hide', 'present', 'also', 'old', 'irish', 'ceilid', 'ie', 'kʲel']",1,721.0,963.0,780.0,601.0,1085.0,2
2785,"['celtiberi', 'celtici', 'peopl', 'distinct', 'lusitani', 'iberi', '25', 'plini', 'elder', 'cite', 'use', 'celtici', 'lusitania', 'tribal', 'surnam', '26', 'epigraph', 'find', 'confirm', '27']",1,581.0,456.0,368.0,347.0,800.0,5
2790,"['celt', 'modern', 'english', 'word', 'first', 'attest', '1707', 'write', 'edward', 'lhuyd', 'whose', 'work', 'along', 'late', '17th', 'centuri', 'scholar', 'brought', 'academ', 'attent']",1,1028.0,1423.0,1114.0,475.0,950.0,2
2791,"['languag', 'histori', 'earli', 'celtic', 'inhabit', 'great', 'britain', '31', 'english', 'form', 'gaul', 'first', 'record', '17th', 'centuri', 'gaulish', 'come', 'french', 'gaul', 'gauloi']",1,1439.0,1704.0,1276.0,924.0,983.0,2
2793,"['wælisċ', 'walhiska', 'south', 'german', 'welsch', 'mean', 'celtic', 'speaker', 'french', 'speaker', 'italian', 'speaker', 'differ', 'context', 'old', 'nors', 'valskr', 'pl', 'valir', 'gaulish']",1,401.0,674.0,562.0,852.0,419.0,4
2794,"['french', 'proto-german', 'walha', 'deriv', 'ultim', 'name', 'volca', '32', 'celtic', 'tribe', 'live', 'first', 'south', 'germani', 'central', 'europ', 'migrat', 'gaul', '33', 'mean']",1,898.0,1137.0,1031.0,1167.0,887.0,2
2806,"['scholar', 'think', 'urnfield', 'cultur', 'western', 'middl', 'europ', 'repres', 'origin', 'celt', 'distinct', 'cultur', 'branch', 'indo-european', 'famili', '10', 'cultur', 'preemin', 'central', 'europ']",1,1138.0,1258.0,736.0,710.0,1830.0,5
2815,"['myle', 'dillon', 'nora', 'kershaw', 'chadwick', 'accept', 'celtic', 'settlement', 'british', 'isl', 'might', 'date', 'bell', 'beaker', 'cultur', 'conclud', 'reason', 'earli', 'date', 'come']",1,717.0,497.0,445.0,455.0,1279.0,5
2820,"['john', 'koch', '43', 'barri', 'cunliff', '44', 'suggest', 'celtic', 'origin', 'lie', 'atlant', 'bronz', 'age', 'roughli', 'contemporan', 'hallstatt', 'cultur', 'posit', 'consider', 'west']",1,787.0,650.0,489.0,325.0,1300.0,5
2821,"['stephen', 'oppenheim', '45', 'point', 'written', 'evid', 'locat', 'keltoi', 'near', 'sourc', 'danub', 'e', 'hallstatt', 'region', 'histori', 'herodotu', 'howev', 'oppenheim', 'show', 'herodotu']",1,733.0,587.0,457.0,368.0,1060.0,5
2823,"['proto-celt', 'languag', 'usual', 'date', 'late', 'bronz', 'age', '10', 'earliest', 'record', 'celtic', 'languag', 'lepont', 'inscript', 'cisalpin', 'gaul', 'northern', 'itali', 'oldest', 'predat']",1,1025.0,824.0,432.0,280.0,1416.0,5
2825,"['histor', 'mani', 'scholar', 'postul', 'genet', 'evid', 'common', 'origin', 'european', 'atlant', 'popul', 'e', 'orkney', 'island', 'scottish', 'irish', 'british', 'breton', 'iberian', 'basqu']",1,666.0,717.0,875.0,656.0,1129.0,3
2826,"['recent', 'genet', 'evid', 'support', 'notion', 'signific', 'genet', 'link', 'popul', 'beyond', 'fact', 'west', 'eurasian', 'sardinian-lik', 'neolith', 'farmer', 'popul', 'britain', 'northern', 'europ']",1,648.0,841.0,663.0,683.0,1615.0,5
2827,"['neolith', 'period', 'howev', 'recent', 'genet', 'research', 'claim', '2400bc', '2000bc', '90', 'british', 'dna', 'overturn', 'north', 'european', 'popul', 'ultim', 'russian', 'stepp', 'origin']",1,722.0,779.0,893.0,844.0,1482.0,5
2828,"['part', 'ongo', 'migrat', 'process', 'brought', 'larg', 'amount', 'stepp', 'dna', 'includ', 'r1b', 'haplogroup', 'north', 'west', 'europ', '48', 'modern', 'autosom', 'genet', 'cluster']",1,709.0,895.0,781.0,618.0,1400.0,5
2829,"['testament', 'fact', 'modern', 'iron', 'age', 'british', 'irish', 'sampl', 'cluster', 'genet', 'close', 'north', 'european', 'popul', 'somewhat', 'limit', 'galician', 'basqu', 'south', 'franc']",1,573.0,841.0,1078.0,832.0,1420.0,3
2832,"['challeng', '19th', 'centuri', 'historian', 'mari', 'henri', ""d'arboi"", 'de', 'jubainvil', 'citat', 'need', 'place', 'land', 'origin', 'celt', 'east', 'rhine', 'jubainvil', 'base', 'argument']",1,837.0,1292.0,1307.0,599.0,689.0,3
2834,"['concept', 'hallstatt', 'la', 'tène', 'cultur', 'could', 'seen', 'chronolog', 'period', 'cultur', 'group', 'entiti', 'compos', 'peopl', 'ethnic', 'languag', 'start', 'grow', 'end', '19th']",1,1219.0,1055.0,733.0,662.0,1607.0,5
2835,"['centuri', 'begin', '20th', 'centuri', 'belief', 'cultur', 'group', 'could', 'thought', 'racial', 'ethnic', 'term', 'strongli', 'held', 'gordon', 'child', 'whose', 'theori', 'influenc', 'write']",1,1210.0,1599.0,922.0,565.0,1082.0,2
2838,"['variou', 'clarif', 'need', 'academ', 'disciplin', 'celt', 'consid', 'central', 'european', 'iron', 'age', 'phenomenon', 'cultur', 'hallstatt', 'la', 'tène', 'howev', 'archaeolog', 'find', 'halstatt']",1,861.0,726.0,733.0,551.0,1337.0,5
2839,"['la', 'tène', 'cultur', 'rare', 'iberian', 'peninsula', 'southwestern', 'franc', 'northern', 'western', 'britain', 'southern', 'ireland', 'galatia', '55', '56', 'provid', 'enough', 'evid', 'cultur']",1,911.0,933.0,786.0,681.0,1374.0,5
2840,"['scenario', 'compar', 'central', 'europ', 'consid', 'equal', 'difficult', 'maintain', 'origin', 'peninsular', 'celt', 'link', 'preced', 'urnfield', 'cultur', 'result', 'recent', 'approach', 'introduc', 'proto-celt']",1,712.0,718.0,568.0,601.0,989.0,5
2845,"['rather', 'localis', 'group', 'belief', 'consequ', 'also', 'gave', 'rise', 'distinct', 'artist', 'express', '58', 'thu', 'la', 'tène', 'cultur', 'certainli', 'associ', 'gaul', 'presenc']",1,868.0,687.0,639.0,469.0,1150.0,5
2860,"['origin', 'celtiberian', 'might', 'provid', 'key', 'understand', 'celticis', 'process', 'rest', 'peninsula', 'process', 'celticis', 'southwestern', 'area', 'peninsula', 'keltoi', 'northwestern', 'area', 'howev', 'simpl']",1,594.0,570.0,455.0,439.0,810.0,5
