,TextoCrudo,TextoLimpio,Clase1,Clase2,Clase3,Clase4,Clase5,Predicción,CLASE
249,"Around 1300–1350 the Medieval Warm Period gave way to the Little Ice Age.[68] The colder climate resulted in agricultural crises, the first of which is known as the Great Famine of 1315-1317.[69] The demographic consequences of this famine, however, were not as severe as the plagues that occurred later in the century, particularly the Black Death.[70] Estimates of the death rate caused by this epidemic range from one third to as much as sixty percent.[71] By around 1420, the accumulated effect of recurring plagues and famines had reduced the population of Europe to perhaps no more than a third of what it was a century earlier.[72] The effects of natural disasters were exacerbated by armed conflicts; this was particularly the case in France during the Hundred Years' War.[73] It took 150 years for the European population to regain similar levels of 1300.[74]
",,,,,,,,2
250,"As the European population was severely reduced, land became more plentiful for the survivors, and labour consequently more expensive.[75] Attempts by landowners to forcibly reduce wages, such as the English 1351 Statute of Laborers, were doomed to fail.[76] These efforts resulted in nothing more than fostering resentment among the peasantry, leading to rebellions such as the French Jacquerie in 1358 and the English Peasants' Revolt in 1381.[77] The long-term effect was the virtual end of serfdom in Western Europe.[78] In Eastern Europe, on the other hand, landowners were able to exploit the situation to force the peasantry into even more repressive bondage.[79]
",,,,,,,,2
251,"The upheavals caused by the Black Death left certain minority groups particularly vulnerable, especially the Jews,[80] who were often blamed for the calamities. Anti-Jewish pogroms were carried out all over Europe; in February 1349, 2,000 Jews were murdered in Strasbourg.[81] States were also guilty of discrimination against the Jews. Monarchs gave in to the demands of the people, and the Jews were expelled from England in 1290, from France in 1306, from Spain in 1492, and from Portugal in 1497.[82]
",,,,,,,,2
252,"While the Jews were suffering persecution, one group that probably experienced increased empowerment in the Late Middle Ages was women. The great social changes of the period opened up new possibilities for women in the fields of commerce, learning and religion.[83] Yet at the same time, women were also vulnerable to incrimination and persecution, as belief in witchcraft increased.[83]
",,,,,,,,2
253,"Up until the mid-14th century, Europe had experienced steadily increasing urbanisation.[84] Cities were also decimated by the Black Death, but the role of urban areas as centres of learning, commerce and government ensured continued growth.[85] By 1500, Venice, Milan, Naples, Paris and Constantinople each probably had more than 100,000 inhabitants.[86] Twenty-two other cities were larger than 40,000; most of these were in Italy and the Iberian peninsula, but there were also some in France, the Empire, the Low Countries, plus London in England.[86]
",,,,,,,,2
254,"Through battles such as Courtrai (1302), Bannockburn (1314), and Morgarten (1315), it became clear to the great territorial princes of Europe that the military advantage of the feudal cavalry was lost, and that a well equipped infantry was preferable.[87] Through the Welsh Wars the English became acquainted with, and adopted, the highly efficient longbow.[88] Once properly managed, this weapon gave them a great advantage over the French in the Hundred Years' War.[89]
",,,,,,,,2
255,"The introduction of gunpowder affected the conduct of war significantly.[90] Though employed by the English as early as the Battle of Crécy in 1346, firearms initially had little effect in the field of battle.[91] It was through the use of cannons as siege weapons that major change was brought about; the new methods would eventually change the architectural structure of fortifications.[92]
",,,,,,,,2
256,"Changes also took place within the recruitment and composition of armies. The use of the national or feudal levy was gradually replaced by paid troops of domestic retinues or foreign mercenaries.[93] The practice was associated with Edward III of England and the condottieri of the Italian city-states.[94] All over Europe, Swiss soldiers were in particularly high demand.[95] At the same time, the period also saw the emergence of the first permanent armies. It was in Valois France, under the heavy demands of the Hundred Years' War, that the armed forces gradually assumed a permanent nature.[96]
",,,,,,,,2
257,"Parallel to the military developments emerged also a constantly more elaborate chivalric code of conduct for the warrior class.[97] This new-found ethos can be seen as a response to the diminishing military role of the aristocracy, and gradually it became almost entirely detached from its military origin.[98] The spirit of chivalry was given expression through the new (secular)[99] type of chivalric orders; the first of these was the Order of St. George, founded by Charles I of Hungary in 1325, while the best known was probably the English Order of the Garter, founded by Edward III in 1348.[100]
",,,,,,,,2
258,"The French crown's increasing dominance over the Papacy culminated in the transference of the Holy See to Avignon in 1309.[101] When the Pope returned to Rome in 1377, this led to the election of different popes in Avignon and Rome, resulting in the Papal Schism (1378–1417).[102] The Schism divided Europe along political lines; while France, her ally Scotland and the Spanish kingdoms supported the Avignon Papacy, France's enemy England stood behind the Pope in Rome, together with Portugal, Scandinavia and most of the German princes.[103]
",,,,,,,,2
259,"At the Council of Constance (1414–1418), the Papacy was once more united in Rome.[104] Even though the unity of the Western Church was to last for another hundred years, and though the Papacy was to experience greater material prosperity than ever before, the Great Schism had done irreparable damage.[105] The internal struggles within the Church had impaired her claim to universal rule, and promoted anti-clericalism among the people and their rulers, paving the way for reform movements.[106]
",,,,,,,,2
260,"Though many of the events were outside the traditional time period of the Middle Ages, the end of the unity of the Western Church (the Protestant Reformation), was one of the distinguishing characteristics of the medieval period.[14] The Catholic Church had long fought against heretic movements, but during the Late Middle Ages, it started to experience demands for reform from within.[107] The first of these came from Oxford professor John Wycliffe in England.[108] Wycliffe held that the Bible should be the only authority in religious questions, and he spoke out against transubstantiation, celibacy and indulgences.[109] In spite of influential supporters among the English aristocracy, such as John of Gaunt, the movement was not allowed to survive. Though Wycliffe himself was left unmolested, his supporters, the Lollards, were eventually suppressed in England.[110]
",,,,,,,,2
